transaction_id,user_id,amount,transaction_type,device_type,location,time_of_day,transaction_hour,is_international,previous_transactions,failed_transactions,account_age_days,is_fraud
T04287,U903,103962.72,online,tablet,Chennai,morning,10,0,13,3,837,0
T04288,U271,239605.39,transfer,mobile,Pune,morning,10,0,121,6,288,1
T04289,U542,65200.48,ATM,tablet,New York,morning,11,1,159,5,105,0
T04290,U338,206018.08,ATM,mobile,Singapore,morning,5,1,88,0,822,1
T04291,U763,131371.54,POS,desktop,Dubai,afternoon,13,1,133,7,476,1
T04292,U999,176272.71,online,tablet,Chennai,afternoon,16,0,128,0,406,0
T04293,U979,159852.59,ATM,desktop,Kolkata,night,21,0,66,7,179,1
T04294,U120,131404.78,ATM,mobile,New York,night,1,1,39,2,180,1
T04295,U390,22799.3,transfer,mobile,Delhi,morning,11,0,174,3,126,0
T04296,U604,297508.32,ATM,desktop,London,afternoon,13,1,151,6,644,1
T04297,U866,124533.44,online,tablet,Pune,morning,11,0,134,2,978,0
T04298,U664,42396.82,ATM,tablet,New York,night,4,1,64,1,933,0
T04299,U580,108303.56,transfer,tablet,London,night,22,1,2,6,384,1
T04300,U413,123212.33,online,desktop,Mumbai,evening,19,0,33,9,980,1
T04301,U423,230076.64,POS,mobile,Singapore,afternoon,15,1,155,7,695,1
T04302,U614,292067.72,transfer,desktop,New York,night,1,1,83,2,941,1
T04303,U669,71142.72,POS,mobile,New York,morning,10,1,103,7,880,1
T04304,U651,169587.71,transfer,tablet,Kolkata,afternoon,13,0,61,5,502,0
T04305,U276,80899.91,ATM,mobile,Dubai,evening,20,1,63,0,731,0
T04306,U284,297861.23,online,mobile,Chennai,night,2,0,42,3,690,0
T04307,U932,53456.51,online,tablet,Mumbai,morning,11,0,19,0,908,0
T04308,U924,5461.2,POS,tablet,Pune,afternoon,12,0,162,4,718,0
T04309,U128,63299.26,POS,tablet,New York,afternoon,12,1,97,1,110,0
T04310,U900,124765.11,online,mobile,Dubai,afternoon,12,1,100,5,923,1
T04311,U321,22112.51,ATM,desktop,New York,afternoon,15,1,149,7,201,0
T04312,U981,269278.97,transfer,tablet,Singapore,evening,18,1,98,0,955,1
T04313,U262,125141.58,ATM,mobile,New York,morning,7,1,10,3,238,1
T04314,U815,52794.79,ATM,mobile,London,morning,8,1,10,1,157,0
T04315,U972,132137.68,ATM,desktop,New York,evening,18,1,140,4,291,1
T04316,U296,271991.78,POS,desktop,Pune,morning,7,0,40,0,415,0
T04317,U744,44465.99,POS,mobile,Bangalore,night,22,0,29,2,742,0
T04318,U648,226401.33,online,mobile,Kolkata,morning,8,0,118,8,189,1
T04319,U444,197993.68,transfer,tablet,Bangalore,night,23,0,147,3,527,0
T04320,U599,224677.81,transfer,mobile,Pune,afternoon,16,0,168,1,298,0
T04321,U303,217148.45,POS,desktop,New York,night,3,1,31,1,51,1
T04322,U322,113454.0,transfer,tablet,Chennai,afternoon,14,0,11,8,124,1
T04323,U867,233635.21,transfer,tablet,New York,night,2,1,32,3,79,1
T04324,U391,90832.76,ATM,tablet,Singapore,afternoon,16,1,60,6,369,1
T04325,U372,178935.51,POS,desktop,Singapore,night,3,1,81,3,640,1
T04326,U245,242391.36,online,desktop,Pune,morning,11,0,78,7,287,1
T04327,U854,36656.77,ATM,tablet,Bangalore,morning,8,0,91,2,608,0
T04328,U325,107415.13,online,tablet,Delhi,morning,7,0,137,6,842,1
T04329,U144,153856.08,transfer,mobile,Chennai,afternoon,16,0,126,0,365,0
T04330,U102,21293.1,transfer,desktop,Mumbai,morning,10,0,8,2,736,0
T04331,U953,186640.99,POS,desktop,Pune,afternoon,15,0,23,4,476,0
T04332,U374,157961.27,POS,tablet,Kolkata,morning,8,0,103,10,566,1
T04333,U195,147111.87,POS,mobile,Pune,evening,19,0,62,6,496,1
T04334,U676,7588.69,transfer,desktop,New York,night,23,1,114,2,288,0
T04335,U520,119165.56,ATM,mobile,Pune,afternoon,14,0,129,1,123,0
T04336,U888,29155.04,transfer,desktop,New York,night,22,1,109,6,161,0
T04337,U641,275698.64,POS,mobile,Pune,afternoon,13,0,43,7,381,1
T04338,U791,58373.09,online,mobile,London,morning,7,1,67,4,552,0
T04339,U262,13649.68,transfer,tablet,Delhi,evening,19,0,79,2,630,0
T04340,U767,269888.77,transfer,desktop,Kolkata,night,2,0,72,8,310,1
T04341,U919,108598.92,online,mobile,Dubai,morning,9,1,164,6,515,1
T04342,U422,247949.38,online,tablet,London,afternoon,15,1,48,0,503,1
T04343,U807,252503.31,POS,mobile,Chennai,morning,7,0,59,5,352,0
T04344,U662,172181.55,ATM,desktop,New York,afternoon,14,1,129,3,466,1
T04345,U230,109144.44,ATM,desktop,Chennai,night,21,0,96,4,99,0
T04346,U428,276535.34,POS,desktop,Bangalore,morning,7,0,158,1,494,0
T04347,U333,173816.01,online,desktop,Mumbai,morning,7,0,23,9,567,1
T04348,U578,260683.33,transfer,mobile,New York,night,3,1,162,2,971,1
T04349,U852,267337.02,online,desktop,Dubai,morning,7,1,155,10,91,1
T04350,U169,134754.76,POS,desktop,Kolkata,morning,7,0,187,6,773,1
T04351,U642,219005.52,POS,tablet,Pune,night,1,0,33,3,653,0
T04352,U579,280514.67,ATM,tablet,Bangalore,night,22,0,137,9,938,1
T04353,U230,204160.6,transfer,desktop,Singapore,night,22,1,161,6,339,1
T04354,U178,144156.74,POS,desktop,Dubai,evening,20,1,105,3,538,1
T04355,U536,81790.55,online,tablet,London,night,21,1,90,4,158,0
T04356,U312,291811.32,online,mobile,Singapore,afternoon,14,1,166,0,804,1
T04357,U695,108378.6,POS,desktop,Kolkata,afternoon,13,0,29,8,964,1
T04358,U153,177229.66,ATM,mobile,Dubai,night,2,1,187,3,162,1
T04359,U766,106541.1,online,desktop,Pune,afternoon,16,0,185,6,552,1
T04360,U898,261225.71,ATM,mobile,Singapore,morning,10,1,97,4,687,1
T04361,U450,197426.93,online,desktop,Singapore,morning,8,1,197,7,975,1
T04362,U501,228878.16,transfer,desktop,Kolkata,afternoon,16,0,65,3,921,0
T04363,U976,52261.1,transfer,mobile,Mumbai,afternoon,15,0,18,3,343,0
T04364,U798,289720.58,POS,mobile,Mumbai,morning,9,0,106,7,856,1
T04365,U650,264299.76,ATM,tablet,Mumbai,night,2,0,184,8,788,1
T04366,U624,268164.52,online,tablet,Delhi,night,1,0,100,8,413,1
T04367,U844,119597.62,POS,mobile,Delhi,night,22,0,5,7,827,1
T04368,U376,236335.76,ATM,mobile,Singapore,morning,5,1,146,8,125,1
T04369,U291,12312.86,ATM,desktop,Mumbai,afternoon,16,0,30,0,374,0
T04370,U583,131435.2,online,tablet,Mumbai,night,4,0,35,8,887,1
T04371,U231,167234.06,POS,tablet,New York,afternoon,12,1,116,5,709,1
T04372,U511,177240.31,transfer,mobile,London,night,22,1,154,5,917,1
T04373,U147,151918.89,POS,mobile,Mumbai,night,1,0,53,1,170,0
T04374,U531,231081.99,transfer,mobile,London,evening,20,1,137,3,408,1
T04375,U122,113131.87,ATM,tablet,Singapore,morning,5,1,195,1,778,1
T04376,U902,187919.47,online,mobile,Singapore,evening,17,1,16,0,166,1
T04377,U711,13938.28,ATM,desktop,Bangalore,evening,20,0,164,0,81,0
T04378,U654,11625.75,ATM,desktop,London,night,1,1,3,2,981,0
T04379,U171,288636.73,ATM,desktop,Mumbai,night,0,0,49,4,755,0
T04380,U537,269665.36,online,tablet,Kolkata,night,0,0,75,3,44,1
T04381,U991,125643.47,transfer,tablet,Mumbai,night,3,0,71,0,692,1
T04382,U355,104134.81,ATM,desktop,London,morning,11,1,64,8,796,1
T04383,U881,46273.46,transfer,tablet,Pune,evening,20,0,36,10,989,0
T04384,U859,295269.12,ATM,tablet,Pune,night,4,0,68,7,42,1
T04385,U393,267023.88,transfer,tablet,New York,afternoon,13,1,58,10,606,1
T04386,U133,180922.01,online,desktop,Mumbai,night,4,0,81,10,386,1
T04387,U349,167959.42,online,tablet,Bangalore,evening,20,0,31,10,327,1
T04388,U252,78503.94,ATM,tablet,Dubai,night,2,1,5,5,228,0
T04389,U722,124315.53,online,tablet,Delhi,night,0,0,51,2,811,0
T04390,U353,198004.91,ATM,mobile,Dubai,night,2,1,11,0,304,1
T04391,U671,176686.96,online,mobile,London,night,21,1,179,4,50,1
T04392,U278,219422.64,transfer,desktop,Delhi,night,22,0,93,9,136,1
T04393,U315,250181.53,ATM,desktop,Dubai,night,2,1,115,6,746,1
T04394,U742,205078.36,POS,tablet,Dubai,morning,7,1,71,3,257,1
T04395,U938,278885.28,transfer,desktop,Singapore,afternoon,14,1,157,6,108,1
T04396,U447,55799.63,online,mobile,Pune,night,21,0,113,1,269,0
T04397,U442,112443.24,ATM,tablet,Mumbai,afternoon,16,0,125,6,674,1
T04398,U623,55880.05,transfer,mobile,London,evening,17,1,192,8,406,1
T04399,U943,212487.06,transfer,desktop,Kolkata,afternoon,12,0,39,0,350,0
T04400,U955,297085.37,POS,tablet,Dubai,night,2,1,195,0,371,1
T04401,U260,189715.95,transfer,tablet,London,evening,19,1,30,0,930,1
T04402,U573,186116.56,transfer,mobile,Bangalore,morning,11,0,109,4,42,1
T04403,U805,177200.89,POS,mobile,Delhi,night,3,0,73,4,399,0
T04404,U936,293829.56,transfer,desktop,Bangalore,morning,7,0,3,8,316,1
T04405,U525,80937.91,online,mobile,Delhi,evening,19,0,6,5,564,0
T04406,U829,143457.91,transfer,tablet,Chennai,evening,20,0,53,1,637,0
T04407,U527,266464.58,POS,desktop,Bangalore,morning,10,0,146,6,866,1
T04408,U617,251996.95,ATM,desktop,Dubai,morning,10,1,48,6,389,1
T04409,U944,184045.74,ATM,desktop,New York,morning,11,1,185,1,396,1
T04410,U838,83855.55,ATM,desktop,Dubai,afternoon,13,1,135,6,944,1
T04411,U357,229004.16,online,mobile,Delhi,afternoon,16,0,66,9,146,1
T04412,U376,48029.36,ATM,mobile,New York,night,3,1,44,4,402,0
T04413,U164,277587.62,POS,mobile,Delhi,night,3,0,30,3,673,0
T04414,U275,1153.22,POS,desktop,Mumbai,night,22,0,166,5,737,0
T04415,U365,40268.33,online,desktop,Chennai,evening,18,0,110,10,136,0
T04416,U925,293470.85,transfer,mobile,Pune,night,21,0,23,9,84,1
T04417,U684,134470.65,ATM,tablet,Chennai,night,1,0,132,5,846,0
T04418,U344,290034.13,transfer,tablet,Pune,afternoon,12,0,18,5,195,0
T04419,U367,226423.64,transfer,desktop,Mumbai,morning,11,0,118,2,134,0
T04420,U535,9626.24,POS,desktop,Bangalore,morning,10,0,36,1,410,0
T04421,U438,170133.22,POS,tablet,New York,night,3,1,61,3,675,1
T04422,U249,102269.52,POS,mobile,Chennai,evening,18,0,27,10,437,1
T04423,U119,217537.53,ATM,mobile,New York,morning,8,1,99,5,254,1
T04424,U312,69003.81,online,desktop,Mumbai,night,2,0,136,7,827,1
T04425,U464,28148.72,transfer,desktop,Pune,night,21,0,172,2,351,0
T04426,U531,114107.85,ATM,mobile,New York,afternoon,13,1,53,1,615,1
T04427,U972,249561.68,online,tablet,Delhi,afternoon,15,0,21,2,249,0
T04428,U895,242440.01,POS,mobile,Dubai,morning,9,1,26,7,511,1
T04429,U500,79095.93,POS,tablet,Pune,morning,8,0,160,3,814,0
T04430,U738,117957.89,POS,mobile,Singapore,night,2,1,190,9,220,1
T04431,U187,226647.91,ATM,mobile,Singapore,morning,9,1,106,6,80,1
T04432,U738,180910.01,online,tablet,Mumbai,afternoon,13,0,93,4,670,0
T04433,U796,141570.85,transfer,tablet,New York,morning,11,1,139,3,387,1
T04434,U929,35605.04,POS,desktop,Singapore,evening,20,1,193,4,194,0
T04435,U998,267163.58,ATM,tablet,Kolkata,night,1,0,142,5,242,0
T04436,U916,262330.72,POS,tablet,Dubai,afternoon,15,1,35,8,333,1
T04437,U568,258405.65,POS,mobile,Mumbai,afternoon,14,0,141,9,465,1
T04438,U958,137709.91,POS,tablet,Chennai,afternoon,14,0,96,3,640,0
T04439,U388,36163.59,online,desktop,Bangalore,afternoon,14,0,162,8,383,0
T04440,U424,30967.03,online,desktop,Chennai,evening,20,0,60,2,174,0
T04441,U565,207810.55,POS,tablet,New York,night,2,1,77,1,938,1
T04442,U607,148712.11,ATM,mobile,New York,night,3,1,89,3,428,1
T04443,U872,82795.29,ATM,mobile,Singapore,night,2,1,170,9,543,1
T04444,U693,215901.02,transfer,tablet,Kolkata,afternoon,15,0,4,1,605,0
T04445,U362,68988.65,ATM,desktop,Chennai,afternoon,15,0,196,4,511,0
T04446,U285,131506.69,POS,desktop,Pune,night,2,0,147,3,957,0
T04447,U643,70501.78,transfer,mobile,Singapore,morning,5,1,93,9,862,1
T04448,U623,266809.89,transfer,desktop,Kolkata,morning,9,0,3,10,583,1
T04449,U247,271833.09,transfer,tablet,London,morning,5,1,168,8,514,1
T04450,U408,188965.12,transfer,desktop,Kolkata,night,1,0,58,6,86,1
T04451,U145,293525.63,online,mobile,Kolkata,night,2,0,29,9,30,1
T04452,U464,211295.29,POS,desktop,Pune,afternoon,12,0,64,6,343,1
T04453,U130,291503.94,POS,desktop,Kolkata,night,22,0,176,9,967,1
T04454,U565,85267.86,POS,tablet,Delhi,night,1,0,77,8,195,1
T04455,U591,115017.99,transfer,desktop,Bangalore,evening,20,0,142,1,221,0
T04456,U957,87080.48,transfer,mobile,Delhi,night,3,0,76,8,830,1
T04457,U583,179425.89,transfer,tablet,New York,night,1,1,39,3,77,1
T04458,U507,291601.87,online,desktop,New York,morning,10,1,143,0,47,1
T04459,U162,167708.69,ATM,tablet,Dubai,morning,8,1,137,1,897,1
T04460,U579,152865.63,POS,mobile,London,morning,11,1,104,4,427,1
T04461,U458,114731.07,POS,desktop,Dubai,night,1,1,53,4,756,1
T04462,U510,204325.57,ATM,mobile,Pune,night,23,0,10,8,674,1
T04463,U145,285168.14,ATM,tablet,New York,afternoon,15,1,83,5,133,1
T04464,U798,244836.25,online,tablet,Bangalore,night,21,0,88,5,371,0
T04465,U825,60419.58,online,desktop,London,morning,7,1,18,6,47,1
T04466,U741,72490.08,POS,mobile,Delhi,night,1,0,102,7,101,1
T04467,U877,94505.6,online,tablet,Chennai,afternoon,13,0,142,6,149,1
T04468,U291,191332.86,ATM,desktop,Dubai,morning,9,1,128,2,699,1
T04469,U312,48815.17,transfer,tablet,Singapore,morning,6,1,175,4,420,0
T04470,U140,238752.24,ATM,desktop,Dubai,morning,8,1,122,0,279,1
T04471,U798,22659.44,ATM,desktop,Mumbai,night,21,0,179,2,417,0
T04472,U566,169623.82,POS,desktop,Delhi,morning,9,0,139,4,806,0
T04473,U655,122927.37,online,tablet,Bangalore,night,1,0,29,5,941,0
T04474,U879,291638.48,ATM,mobile,Bangalore,night,2,0,118,6,713,1
T04475,U843,205447.01,POS,tablet,London,night,4,1,131,8,880,1
T04476,U343,63608.98,transfer,tablet,London,night,2,1,31,7,351,1
T04477,U334,117917.81,POS,tablet,Mumbai,evening,19,0,181,3,449,0
T04478,U316,270883.57,transfer,desktop,Dubai,morning,9,1,144,8,921,1
T04479,U799,221578.83,ATM,mobile,Bangalore,afternoon,15,0,187,4,75,1
T04480,U828,138633.05,online,tablet,Kolkata,morning,6,0,183,0,905,0
T04481,U461,82322.13,ATM,mobile,Pune,morning,10,0,168,5,853,0
T04482,U439,160785.02,transfer,mobile,Chennai,night,22,0,132,10,668,1
T04483,U802,11043.11,transfer,desktop,Chennai,night,4,0,155,3,729,0
T04484,U332,130155.9,transfer,desktop,Chennai,morning,10,0,152,2,814,0
T04485,U640,205576.77,ATM,mobile,London,night,23,1,125,3,347,1
T04486,U867,64315.7,POS,mobile,Dubai,morning,7,1,71,6,594,1
T04487,U527,62973.28,transfer,mobile,Mumbai,evening,17,0,184,4,437,0
T04488,U822,41586.63,ATM,desktop,Pune,morning,8,0,131,7,972,0
T04489,U799,42395.68,POS,desktop,Pune,afternoon,13,0,28,8,83,0
T04490,U777,84817.83,POS,tablet,Singapore,evening,18,1,46,0,721,0
T04491,U479,141289.07,POS,mobile,Singapore,night,4,1,52,9,762,1
T04492,U806,241988.6,ATM,tablet,Delhi,afternoon,16,0,78,7,724,1
T04493,U667,36820.17,online,tablet,Bangalore,night,3,0,48,6,350,0
T04494,U837,173261.39,online,tablet,Kolkata,morning,9,0,44,10,44,1
T04495,U625,298664.27,POS,mobile,London,evening,18,1,36,6,166,1
T04496,U808,238706.44,POS,mobile,Bangalore,night,21,0,197,6,310,1
T04497,U498,128411.73,ATM,mobile,Delhi,morning,5,0,25,1,494,0
T04498,U939,252402.37,transfer,desktop,Delhi,afternoon,15,0,88,0,87,1
T04499,U366,239290.12,online,tablet,Bangalore,evening,18,0,65,4,33,1
T04500,U744,143486.84,transfer,tablet,Mumbai,morning,11,0,90,4,316,0
T04501,U113,289201.37,transfer,mobile,Delhi,night,23,0,59,8,956,1
T04502,U811,256169.73,POS,desktop,Pune,night,2,0,79,1,761,0
T04503,U699,199490.09,transfer,desktop,Dubai,evening,20,1,187,0,976,1
T04504,U439,254143.91,ATM,tablet,Pune,night,21,0,51,6,761,1
T04505,U134,225336.21,ATM,tablet,New York,afternoon,16,1,185,1,709,1
T04506,U789,43754.72,POS,desktop,Dubai,night,3,1,38,8,889,0
T04507,U661,227720.15,transfer,mobile,Mumbai,evening,18,0,91,8,586,1
T04508,U338,117935.64,online,mobile,Delhi,night,3,0,88,10,703,1
T04509,U793,222747.07,POS,desktop,New York,morning,6,1,41,3,974,1
T04510,U374,120890.16,online,tablet,Delhi,night,0,0,154,8,120,1
T04511,U968,161313.66,POS,tablet,Chennai,morning,10,0,146,0,185,0
T04512,U503,140465.42,transfer,mobile,London,afternoon,16,1,92,7,192,1
T04513,U384,91781.43,online,tablet,Kolkata,night,22,0,161,10,221,1
T04514,U861,257900.12,online,mobile,London,night,21,1,67,1,688,1
T04515,U640,215030.28,transfer,mobile,Dubai,evening,19,1,39,3,853,1
T04516,U289,177389.21,POS,mobile,Pune,afternoon,16,0,84,3,944,0
T04517,U680,136089.9,POS,tablet,Mumbai,afternoon,12,0,146,1,73,1
T04518,U626,288468.22,POS,mobile,Bangalore,morning,10,0,55,7,157,1
T04519,U310,58425.15,POS,tablet,Mumbai,night,0,0,200,6,565,1
T04520,U795,301.19,POS,mobile,Bangalore,morning,7,0,125,7,194,0
T04521,U375,44100.41,ATM,mobile,Dubai,afternoon,16,1,180,7,275,0
T04522,U605,132903.12,online,mobile,Dubai,afternoon,13,1,148,8,237,1
T04523,U417,231421.37,ATM,mobile,Mumbai,morning,5,0,156,3,770,0
T04524,U325,165767.32,ATM,mobile,Kolkata,night,0,0,109,9,189,1
T04525,U896,87735.7,transfer,mobile,Chennai,morning,10,0,194,4,914,0
T04526,U911,63631.72,transfer,desktop,Singapore,afternoon,16,1,39,7,63,1
T04527,U217,62151.74,transfer,desktop,New York,night,23,1,6,3,411,0
T04528,U790,228203.65,ATM,desktop,Chennai,afternoon,15,0,177,3,689,0
T04529,U440,239286.22,ATM,desktop,Chennai,evening,20,0,157,8,331,1
T04530,U434,287102.79,ATM,mobile,Mumbai,morning,11,0,172,0,349,0
T04531,U778,18719.35,POS,desktop,Dubai,morning,5,1,38,4,617,0
T04532,U822,101662.52,ATM,mobile,Bangalore,evening,20,0,49,4,844,0
T04533,U199,211272.37,transfer,mobile,Singapore,afternoon,16,1,167,1,383,1
T04534,U231,113899.7,ATM,mobile,New York,morning,6,1,186,9,491,1
T04535,U845,157738.18,ATM,mobile,Singapore,morning,5,1,41,7,341,1
T04536,U480,262514.5,online,mobile,Mumbai,morning,5,0,200,9,461,1
T04537,U940,183853.88,POS,tablet,London,morning,7,1,181,7,115,1
T04538,U461,23360.64,ATM,tablet,Dubai,evening,17,1,14,5,641,0
T04539,U328,71812.23,transfer,mobile,Singapore,evening,20,1,136,10,343,1
T04540,U736,57128.86,online,desktop,Pune,evening,17,0,200,9,254,1
T04541,U843,285308.82,ATM,desktop,Pune,night,4,0,60,5,693,0
T04542,U314,130148.64,transfer,desktop,Bangalore,morning,6,0,177,1,147,0
T04543,U625,45966.33,ATM,tablet,Dubai,morning,5,1,171,8,92,0
T04544,U484,10046.94,online,tablet,Dubai,afternoon,13,1,170,5,708,0
T04545,U315,36482.29,online,desktop,London,evening,20,1,196,3,59,0
T04546,U395,165930.33,online,mobile,Kolkata,night,21,0,93,4,761,0
T04547,U848,22656.11,ATM,mobile,Chennai,night,2,0,122,3,805,0
T04548,U348,13016.55,POS,mobile,London,morning,9,1,82,6,730,0
T04549,U720,292545.2,online,tablet,Kolkata,morning,8,0,119,1,572,0
T04550,U498,115552.91,POS,desktop,Dubai,evening,18,1,114,4,154,1
T04551,U417,48769.8,transfer,mobile,Dubai,night,2,1,135,7,858,1
T04552,U397,137269.66,POS,desktop,Pune,night,2,0,142,0,551,0
T04553,U639,86954.58,transfer,tablet,New York,evening,17,1,161,2,428,0
T04554,U610,233273.86,online,tablet,Singapore,afternoon,14,1,104,4,913,1
T04555,U140,44068.78,ATM,mobile,New York,morning,8,1,171,8,121,0
T04556,U251,231858.31,ATM,desktop,Kolkata,morning,11,0,152,3,372,0
T04557,U481,109204.63,POS,desktop,Pune,evening,19,0,151,8,387,1
T04558,U467,282337.99,ATM,mobile,Mumbai,night,0,0,195,3,723,0
T04559,U147,114956.95,POS,mobile,Bangalore,morning,8,0,148,7,663,1
T04560,U648,296955.92,ATM,desktop,Delhi,morning,8,0,124,0,826,0
T04561,U663,204873.35,POS,desktop,Dubai,morning,11,1,109,2,798,1
T04562,U274,76872.97,online,mobile,Pune,morning,7,0,106,10,864,1
T04563,U365,113524.01,transfer,mobile,New York,night,21,1,59,8,405,1
T04564,U644,73161.42,ATM,tablet,Dubai,night,1,1,109,10,998,1
T04565,U734,118452.95,online,mobile,Mumbai,morning,10,0,18,9,727,1
T04566,U588,229029.76,online,desktop,London,evening,17,1,95,4,331,1
T04567,U525,219282.05,transfer,desktop,Bangalore,morning,9,0,38,8,304,1
T04568,U481,109008.67,online,tablet,New York,night,21,1,190,1,157,1
T04569,U183,76134.58,ATM,mobile,Pune,evening,20,0,93,4,617,0
T04570,U930,81005.28,ATM,tablet,Dubai,afternoon,14,1,135,10,735,1
T04571,U628,277995.34,POS,mobile,New York,morning,9,1,120,9,726,1
T04572,U163,189025.27,transfer,desktop,Pune,night,22,0,58,10,413,1
T04573,U493,87528.54,POS,tablet,Mumbai,afternoon,15,0,173,9,975,1
T04574,U376,221918.34,ATM,desktop,Singapore,morning,6,1,167,0,133,1
T04575,U112,286157.82,POS,tablet,Dubai,evening,19,1,101,10,728,1
T04576,U206,280247.9,ATM,mobile,Bangalore,afternoon,14,0,87,3,947,0
T04577,U743,105309.3,ATM,mobile,Chennai,evening,18,0,51,2,865,0
T04578,U432,91138.39,ATM,mobile,Singapore,afternoon,15,1,75,9,288,1
T04579,U282,63149.45,online,tablet,Mumbai,night,3,0,68,0,347,0
T04580,U393,69374.0,transfer,mobile,Kolkata,afternoon,13,0,37,8,785,1
T04581,U693,245789.66,POS,desktop,Chennai,morning,6,0,71,2,213,0
T04582,U317,251214.39,transfer,desktop,New York,afternoon,16,1,27,2,441,1
T04583,U898,27247.87,ATM,tablet,Chennai,afternoon,16,0,34,3,1000,0
T04584,U329,240894.22,transfer,tablet,Mumbai,evening,19,0,69,10,818,1
T04585,U312,91718.62,ATM,tablet,Pune,evening,20,0,169,5,470,0
T04586,U564,28195.42,online,tablet,New York,morning,8,1,130,10,675,0
T04587,U991,211254.19,online,desktop,London,afternoon,14,1,114,5,122,1
T04588,U214,283510.27,online,desktop,Kolkata,night,23,0,127,9,582,1
T04589,U936,269626.64,online,tablet,Mumbai,morning,6,0,82,4,109,0
T04590,U631,80064.7,POS,mobile,Kolkata,afternoon,15,0,99,6,678,1
T04591,U684,124257.77,transfer,desktop,Chennai,morning,5,0,168,6,193,1
T04592,U356,24309.31,ATM,tablet,Singapore,evening,19,1,145,1,146,0
T04593,U272,294223.47,ATM,tablet,Dubai,night,4,1,120,1,63,1
T04594,U744,211727.55,POS,mobile,London,night,1,1,10,7,544,1
T04595,U305,259683.17,transfer,mobile,Kolkata,night,22,0,66,5,123,0
T04596,U144,68607.47,transfer,mobile,Kolkata,afternoon,12,0,157,9,874,1
T04597,U472,122131.37,POS,tablet,New York,afternoon,12,1,111,5,243,1
T04598,U490,154024.91,online,mobile,Pune,afternoon,15,0,124,7,678,1
T04599,U276,153718.76,online,mobile,Bangalore,morning,8,0,139,6,968,1
T04600,U811,248355.61,POS,desktop,Delhi,morning,7,0,45,2,301,0
T04601,U979,184836.96,transfer,tablet,London,morning,5,1,162,2,192,1
T04602,U665,7503.71,online,desktop,Chennai,afternoon,12,0,93,0,540,0
T04603,U740,59181.89,POS,tablet,Dubai,morning,5,1,34,0,346,0
T04604,U727,36433.25,POS,desktop,New York,night,23,1,40,1,113,0
T04605,U403,149586.61,POS,desktop,Mumbai,afternoon,16,0,195,0,892,0
T04606,U882,201165.32,ATM,mobile,London,evening,18,1,37,5,376,1
T04607,U513,7593.27,POS,desktop,Singapore,afternoon,13,1,94,6,515,0
T04608,U294,202508.89,ATM,desktop,Bangalore,morning,7,0,26,8,963,1
T04609,U565,52528.11,ATM,mobile,London,night,3,1,195,1,859,0
T04610,U564,264251.0,transfer,desktop,London,evening,20,1,198,0,925,1
T04611,U279,132605.4,ATM,desktop,Bangalore,morning,8,0,64,7,924,1
T04612,U141,100744.8,POS,tablet,Chennai,night,22,0,61,3,271,0
T04613,U864,90975.54,ATM,mobile,London,morning,5,1,175,4,466,0
T04614,U240,39220.28,POS,desktop,New York,afternoon,12,1,43,2,777,0
T04615,U154,106553.25,ATM,desktop,Mumbai,night,4,0,69,9,594,1
T04616,U317,174489.72,ATM,mobile,Mumbai,afternoon,16,0,144,9,996,1
T04617,U917,16052.48,transfer,tablet,Kolkata,morning,8,0,122,2,882,0
T04618,U779,43203.74,ATM,desktop,London,evening,19,1,27,6,821,0
T04619,U348,149546.4,POS,desktop,Kolkata,afternoon,14,0,18,5,358,0
T04620,U845,266652.94,transfer,mobile,Chennai,morning,10,0,109,5,500,0
T04621,U959,68106.05,ATM,mobile,New York,evening,20,1,197,0,213,0
T04622,U932,251409.91,online,desktop,Mumbai,morning,9,0,28,8,274,1
T04623,U598,252322.43,POS,desktop,Dubai,morning,9,1,76,3,205,1
T04624,U216,298656.38,online,tablet,Kolkata,morning,11,0,3,7,335,1
T04625,U849,24767.18,ATM,desktop,Kolkata,afternoon,15,0,48,9,169,0
T04626,U861,97844.55,online,desktop,Dubai,morning,9,1,181,6,999,1
T04627,U121,169443.5,transfer,mobile,London,night,2,1,108,10,642,1
T04628,U543,109976.63,ATM,desktop,Pune,morning,9,0,61,9,118,1
T04629,U952,188271.09,online,desktop,Chennai,night,3,0,50,8,470,1
T04630,U818,297845.45,POS,desktop,Dubai,afternoon,16,1,93,2,600,1
T04631,U205,34793.05,transfer,mobile,New York,night,22,1,125,1,961,0
T04632,U695,52522.17,ATM,tablet,Bangalore,evening,19,0,84,4,48,0
T04633,U376,249606.16,ATM,tablet,Bangalore,afternoon,12,0,103,1,314,0
T04634,U750,137791.15,POS,desktop,Singapore,morning,7,1,2,5,835,1
T04635,U627,123902.98,ATM,mobile,Kolkata,night,21,0,57,8,180,1
T04636,U232,185226.62,POS,mobile,Chennai,night,0,0,81,7,669,1
T04637,U645,180110.59,transfer,mobile,Dubai,morning,5,1,199,3,224,1
T04638,U849,68828.48,online,mobile,Kolkata,afternoon,16,0,49,3,447,0
T04639,U665,259053.2,transfer,tablet,New York,afternoon,15,1,165,3,328,1
T04640,U945,78023.94,online,mobile,Mumbai,morning,5,0,176,10,464,1
T04641,U582,119352.16,POS,tablet,Chennai,afternoon,14,0,103,1,575,0
T04642,U762,52952.69,online,mobile,Delhi,morning,7,0,33,9,680,1
